Temp,E,E^2,E^4,M,M^2,M^4
4.250000,-0.0817474365,0.0066964438,0.0000452203,0.0018661499,0.0000038494,0.0000000000
4.260000,-0.0794837952,0.0063340569,0.0000405237,0.0014343262,0.0000024516,0.0000000000
4.270000,-0.0755462646,0.0057300370,0.0000333629,0.0010787964,0.0000014901,0.0000000000
4.280000,-0.0733512878,0.0053943935,0.0000293988,0.0006683350,0.0000010254,0.0000000000
4.290000,-0.0714653015,0.0051186275,0.0000264364,0.0009368896,0.0000014176,0.0000000000
4.300000,-0.0732490540,0.0053812747,0.0000292930,0.0008483887,0.0000014519,0.0000000000
4.310000,-0.0670166016,0.0045065306,0.0000205933,0.0003372192,0.0000002154,0.0000000000
4.320000,-0.0692718506,0.0048095944,0.0000233402,0.0004348755,0.0000002396,0.0000000000
4.330000,-0.0669273376,0.0044875469,0.0000202930,0.0012847900,0.0000026720,0.0000000000
4.340000,-0.0638992310,0.0040962787,0.0000169895,0.0015182495,0.0000032678,0.0000000000
4.350000,-0.0615135193,0.0038063541,0.0000148392,0.0012237549,0.0000017001,0.0000000000
4.360000,-0.0597839355,0.0035929647,0.0000131729,0.0006637573,0.0000008481,0.0000000000
4.370000,-0.0571136475,0.0032751956,0.0000109057,0.0011825562,0.0000023723,0.0000000000
4.380000,-0.0587310791,0.0034636058,0.0000121899,0.0009262085,0.0000010612,0.0000000000
4.390000,-0.0523750305,0.0027662276,0.0000079141,0.0010253906,0.0000020841,0.0000000000
4.400000,-0.0536140442,0.0028957492,0.0000086215,0.0008636475,0.0000018027,0.0000000000
4.410000,-0.0464927673,0.0021781638,0.0000048908,0.0003234863,0.0000001580,0.0000000000
4.420000,-0.0456710815,0.0021004455,0.0000045299,0.0008865356,0.0000008806,0.0000000000
4.430000,-0.0442451477,0.0019730132,0.0000040169,0.0007171631,0.0000006120,0.0000000000
4.440000,-0.0443817139,0.0019872994,0.0000040801,0.0010513306,0.0000021308,0.0000000000
4.450000,-0.0432014465,0.0018850664,0.0000036958,0.0006835937,0.0000009118,0.0000000000
4.460000,-0.0396400452,0.0015799216,0.0000025486,0.0008728027,0.0000009145,0.0000000000
4.470000,-0.0390151978,0.0015397481,0.0000024808,0.0005538940,0.0000003766,0.0000000000
4.480000,-0.0378181458,0.0014419969,0.0000021453,0.0007812500,0.0000013145,0.0000000000
4.490000,-0.0328102112,0.0010895209,0.0000012455,0.0008361816,0.0000008083,0.0000000000
4.500000,-0.0339469910,0.0011669604,0.0000014261,0.0011047363,0.0000013636,0.0000000000
4.510000,-0.0330245972,0.0011112987,0.0000013308,0.0006668091,0.0000009187,0.0000000000
4.520000,-0.0338409424,0.0011579497,0.0000013967,0.0003005981,0.0000001427,0.0000000000
4.530000,-0.0318656921,0.0010301781,0.0000011249,0.0005950928,0.0000005170,0.0000000000
4.540000,-0.0300926208,0.0009169459,0.0000008806,0.0007476807,0.0000007122,0.0000000000
4.550000,-0.0278984070,0.0007923169,0.0000006734,0.0006378174,0.0000006331,0.0000000000
4.560000,-0.0281639099,0.0008078876,0.0000006965,0.0011474609,0.0000016336,0.0000000000
4.570000,-0.0252426147,0.0006570164,0.0000004860,0.0004409790,0.0000003376,0.0000000000
4.580000,-0.0232727051,0.0005585462,0.0000003465,0.0006393433,0.0000006022,0.0000000000
4.590000,-0.0201377869,0.0004181089,0.0000001967,0.0006164551,0.0000006163,0.0000000000
4.600000,-0.0221946716,0.0005092672,0.0000002894,0.0005554199,0.0000005304,0.0000000000
4.610000,-0.0211990356,0.0004674249,0.0000002535,0.0004928589,0.0000002888,0.0000000000
4.620000,-0.0206146240,0.0004413504,0.0000002207,0.0004074097,0.0000001894,0.0000000000
4.630000,-0.0188842773,0.0003704340,0.0000001584,0.0008041382,0.0000007849,0.0000000000
4.640000,-0.0192588806,0.0003880139,0.0000001740,0.0006713867,0.0000006097,0.0000000000
4.650000,-0.0180564880,0.0003449802,0.0000001462,0.0007049561,0.0000006354,0.0000000000
4.660000,-0.0187240601,0.0003668971,0.0000001556,0.0003097534,0.0000001467,0.0000000000
4.670000,-0.0160179138,0.0002705350,0.0000000888,0.0003112793,0.0000001377,0.0000000000
4.680000,-0.0168632507,0.0002981948,0.0000001032,0.0011383057,0.0000016154,0.0000000000
4.690000,-0.0175155640,0.0003240252,0.0000001281,0.0009170532,0.0000013718,0.0000000000
4.700000,-0.0187988281,0.0003700135,0.0000001585,0.0006393433,0.0000005910,0.0000000000
4.710000,-0.0159637451,0.0002721238,0.0000000936,0.0007980347,0.0000007279,0.0000000000
4.720000,-0.0174209595,0.0003180458,0.0000001170,0.0006881714,0.0000006501,0.0000000000
4.730000,-0.0162216187,0.0002794398,0.0000000971,0.0005874634,0.0000004337,0.0000000000
4.740000,-0.0175003052,0.0003218573,0.0000001213,0.0010787964,0.0000012208,0.0000000000
4.750000,-0.0140563965,0.0002141529,0.0000000605,0.0006881714,0.0000005779,0.0000000000
4.760000,-0.0164939880,0.0002870479,0.0000000972,0.0004425049,0.0000002861,0.0000000000
4.770000,-0.0154235840,0.0002551692,0.0000000834,0.0006973267,0.0000005557,0.0000000000
4.780000,-0.0162628174,0.0002806446,0.0000000942,0.0005813599,0.0000005845,0.0000000000
4.790000,-0.0129882813,0.0001819820,0.0000000431,0.0004196167,0.0000002152,0.0000000000
4.800000,-0.0136726379,0.0002004453,0.0000000492,0.0002258301,0.0000000876,0.0000000000
4.810000,-0.0113296509,0.0001427805,0.0000000288,0.0002700806,0.0000001060,0.0000000000
4.820000,-0.0131477356,0.0001864618,0.0000000433,0.0002563477,0.0000000881,0.0000000000
4.830000,-0.0111366272,0.0001380074,0.0000000269,0.0003417969,0.0000001385,0.0000000000
4.840000,-0.0117614746,0.0001525583,0.0000000301,0.0003067017,0.0000000978,0.0000000000
4.850000,-0.0097206116,0.0001085168,0.0000000179,0.0003601074,0.0000001401,0.0000000000
4.860000,-0.0115432739,0.0001466577,0.0000000278,0.0002883911,0.0000000962,0.0000000000
4.870000,-0.0098693848,0.0001115298,0.0000000189,0.0003250122,0.0000001477,0.0000000000
4.880000,-0.0113059998,0.0001427053,0.0000000271,0.0003112793,0.0000001168,0.0000000000
4.890000,-0.0103836060,0.0001219429,0.0000000219,0.0002426147,0.0000000719,0.0000000000
4.900000,-0.0116653442,0.0001500390,0.0000000292,0.0003921509,0.0000001967,0.0000000000
4.910000,-0.0099678040,0.0001123195,0.0000000186,0.0001403809,0.0000000700,0.0000000000
4.920000,-0.0116081238,0.0001483311,0.0000000284,0.0002685547,0.0000000929,0.0000000000
4.930000,-0.0100189209,0.0001145650,0.0000000197,0.0003097534,0.0000001193,0.0000000000
4.940000,-0.0121803284,0.0001633927,0.0000000345,0.0003082275,0.0000001376,0.0000000000
4.950000,-0.0109687805,0.0001340470,0.0000000255,0.0001983643,0.0000000541,0.0000000000
4.960000,-0.0121185303,0.0001621459,0.0000000341,0.0003250122,0.0000001303,0.0000000000
4.970000,-0.0097679138,0.0001099716,0.0000000185,0.0002471924,0.0000000944,0.0000000000
4.980000,-0.0104034424,0.0001223137,0.0000000202,0.0003311157,0.0000001187,0.0000000000
4.990000,-0.0087272644,0.0000907695,0.0000000135,0.0002380371,0.0000000598,0.0000000000
5.000000,-0.0103958130,0.0001226058,0.0000000204,0.0003036499,0.0000001081,0.0000000000
